pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,city,city_code,population,estimated,percent,latitude
153,20153,503,4,2024-10-26,02:23 AM,19.24,76.96,Small,Gourmet,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Dallas,TX,1340000,1379919.0,41.4,-56.2454
154,20154,504,3,2024-10-10,07:19 AM,11.75,35.25,Medium,Meat,"Sausage, Pepperoni, Cheese",Veggie Deluxe,Los Angeles,CA,3980400,4145660.0,52.3,22.0273
155,20155,505,2,2024-10-11,08:30 AM,25.49,50.98,Large,Meat,"Tomato, Basil, Mozzarella",Spinach & Feta,New York,NY,8419600,7613101.0,45.1,-30.5625
156,20156,506,1,2024-10-06,02:41 AM,11.92,11.92,Large,Gourmet,"Spinach, Feta",Margherita,San Antonio,TX,1547000,1288326.0,56.7,-70.5861
157,20157,507,4,2024-10-24,11:04 AM,18.9,75.6,Small,Vegetarian,"Ham, Pineapple",Shrimp Pizza,Phoenix,AZ,1686000,1941993.0,45.7,-32.1604
158,20158,508,1,2024-10-20,01:15 PM,22.12,22.12,Medium,Meat,"Shrimp, Garlic, Mozzarella",Caprese,New York,NY,8419600,9879955.0,57.3,43.1323
159,20159,509,3,2024-10-16,07:43 PM,19.62,58.86,Large,Gourmet,"Pepperoni, Cheese",Shrimp Pizza,Los Angeles,CA,3980400,4531143.0,59.9,32.7728
160,20160,500,4,2024-10-20,07:35 PM,20.03,80.12,Large,Meat,"Goat Cheese, Arugula",Pepperoni,Chicago,IL,2716000,2535885.0,42.2,-62.9159
161,20161,501,3,2024-10-07,01:06 AM,10.17,30.51,Small,Seafood,"Ham, Pineapple",Veggie Deluxe,San Antonio,TX,1547000,1837596.0,44.2,25.9041
162,20162,502,1,2024-10-03,12:08 AM,14.24,14.24,Medium,Gourmet,"Tomato, Mozzarella, Basil",Veggie Deluxe,Dallas,TX,1340000,1514032.0,52.6,-40.656
163,20163,503,3,2024-10-25,12:40 PM,27.09,81.27,Large,Meat,"BBQ Chicken, Cheese",Pesto Veggie,Phoenix,AZ,1686000,1898237.0,48.4,-63.9789
164,20164,504,2,2024-10-17,02:33 PM,19.36,38.72,Medium,Gourmet,"Tomato, Basil, Mozzarella",Meat Lovers,San Diego,CA,1426000,1662781.0,47.6,-23.3804
165,20165,505,4,2024-11-01,11:51 AM,22.08,88.32,Large,Gourmet,"Ham, Pineapple",Hawaiian,San Antonio,TX,1547000,1464303.0,68.6,-18.08
166,20166,506,4,2024-10-25,03:59 PM,19.84,79.36,Small,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,New York,NY,8419600,7508890.0,49.1,75.7708
167,20167,507,4,2024-10-09,09:48 PM,15.31,61.24,Large,Vegetarian,"Pepperoni, Cheese",Shrimp Pizza,New York,NY,8419600,8413545.0,61.5,-32.3845
168,20168,508,4,2024-10-03,11:47 AM,20.89,83.56,Large,Meat,"Peppers, Onions, Mushrooms",Pepperoni,Chicago,IL,2716000,2671428.0,53.7,76.9845
169,20169,509,2,2024-10-04,08:29 PM,16.92,33.84,Medium,Gourmet,"Tomato, Mozzarella, Basil",Caprese,Los Angeles,CA,3980400,3212291.0,44.3,68.1
170,20170,500,3,2024-10-13,07:39 PM,14.21,42.63,Large,Vegetarian,"Peppers, Onions, Mushrooms",Meat Lovers,Philadelphia,PA,1584200,1572261.0,53.9,-83.0618
171,20171,501,3,2024-10-23,09:51 PM,28.37,85.11,Large,Meat,"Peppers, Onions, Mushrooms",Hawaiian,Houston,TX,2328000,2792654.0,68.7,83.7983
172,20172,502,2,2024-10-28,07:24 PM,13.26,26.52,Small,Seafood,"Peppers, Onions, Mushrooms",Margherita,Dallas,TX,1340000,1334135.0,59.2,-54.3387
173,20173,503,1,2024-10-20,10:51 PM,16.1,16.1,Small,Seafood,"Shrimp, Garlic, Mozzarella",BBQ Chicken,Houston,TX,2328000,2487634.0,60.9,-60.6919
174,20174,504,3,2024-10-15,08:56 AM,12.37,37.11,Large,Meat,"Sausage, Pepperoni, Cheese",Spinach & Feta,New York,NY,8419600,7987925.0,65.5,-86.4674
175,20175,505,5,2024-10-30,07:49 AM,21.02,105.1,Large,Vegetarian,"Shrimp, Garlic, Mozzarella",BBQ Chicken,Los Angeles,CA,3980400,3916709.0,48.4,9.9861
176,20176,506,3,2024-10-25,04:18 AM,29.61,88.83,Medium,Vegetarian,"Goat Cheese, Arugula",Pesto Veggie,New York,NY,8419600,8834152.0,50.2,66.3982
177,20177,507,1,2024-11-02,05:58 PM,19.68,19.68,Small,Seafood,"BBQ Chicken, Cheese",Shrimp Pizza,San Diego,CA,1426000,1505183.0,48.3,49.6985
178,20178,508,2,2024-10-10,02:06 AM,17.9,35.8,Medium,Meat,"Pepperoni, Cheese",Pesto Veggie,Phoenix,AZ,1686000,1983316.0,49.7,79.8817
179,20179,509,2,2024-10-08,05:43 PM,28.41,56.82,Large,Gourmet,"Ham, Pineapple",Pepperoni,New York,NY,8419600,10077918.0,57.7,-85.4074
180,20180,500,2,2024-10-27,10:03 AM,18.16,36.32,Small,Gourmet,"Shrimp, Garlic, Mozzarella",BBQ Chicken,San Antonio,TX,1547000,1710720.0,53.2,25.2526
181,20181,501,4,2024-10-29,12:52 AM,10.89,43.56,Medium,Gourmet,"BBQ Chicken, Cheese",Veggie Deluxe,Houston,TX,2328000,1915102.0,57.9,22.4764
182,20182,502,4,2024-10-15,07:39 AM,26.2,104.8,Large,Meat,"Goat Cheese, Arugula",Meat Lovers,San Jose,CA,1035000,1196362.0,56.8,75.0971
183,20183,503,3,2024-10-15,05:49 AM,28.33,84.99,Large,Seafood,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Dallas,TX,1340000,1276611.0,59.3,-58.8155
184,20184,504,4,2024-10-03,07:41 PM,14.21,56.84,Small,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,San Jose,CA,1035000,1069399.0,63.7,57.63
185,20185,505,1,2024-10-27,02:32 AM,19.04,19.04,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Pepperoni,Los Angeles,CA,3980400,3305416.0,41.6,38.1179
186,20186,506,5,2024-10-12,05:08 PM,17.87,89.35,Large,Vegetarian,"BBQ Chicken, Cheese",Caprese,New York,NY,8419600,6843582.0,44.6,-32.1945
187,20187,507,5,2024-10-19,03:42 PM,18.88,94.4,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Hawaiian,San Diego,CA,1426000,1567232.0,67.9,-27.2745
188,20188,508,4,2024-10-06,10:33 AM,23.66,94.64,Small,Vegetarian,"Goat Cheese, Arugula",Pesto Veggie,Chicago,IL,2716000,2658692.0,52.6,-17.4103
189,20189,509,2,2024-10-05,12:50 AM,16.8,33.6,Large,Gourmet,"BBQ Chicken, Cheese",Caprese,San Diego,CA,1426000,1477850.0,65.3,-73.7936
190,20190,500,4,2024-10-27,09:52 PM,27.07,108.28,Large,Gourmet,"Ham, Pineapple",Veggie Deluxe,Los Angeles,CA,3980400,3924345.0,40.4,35.9984
191,20191,501,5,2024-10-23,07:44 PM,18.95,94.75,Large,Vegetarian,"Ham, Pineapple",Hawaiian,Philadelphia,PA,1584200,1380100.0,48.8,74.3545
192,20192,502,2,2024-10-10,10:40 PM,20.29,40.58,Large,Seafood,"Sausage, Pepperoni, Cheese",Shrimp Pizza,Houston,TX,2328000,1959766.0,52.5,55.9798
193,20193,503,4,2024-10-30,12:09 PM,16.63,66.52,Small,Seafood,"Tomato, Basil, Mozzarella",Meat Lovers,San Diego,CA,1426000,1367212.0,59.4,74.3479
194,20194,504,4,2024-10-05,03:05 AM,15.81,63.24,Large,Meat,"Spinach, Feta",Shrimp Pizza,New York,NY,8419600,8000437.0,66.1,49.1466
195,20195,505,1,2024-10-08,09:14 PM,15.39,15.39,Medium,Seafood,"Spinach, Feta",Shrimp Pizza,Philadelphia,PA,1584200,1427164.0,64.0,38.1193
196,20196,506,3,2024-10-14,12:32 AM,25.31,75.93,Large,Gourmet,"Goat Cheese, Arugula",Shrimp Pizza,Phoenix,AZ,1686000,1469669.0,59.9,-40.9145
197,20197,507,4,2024-10-07,09:31 AM,15.24,60.96,Small,Meat,"Ham, Pineapple",Veggie Deluxe,Houston,TX,2328000,2068876.0,47.3,-85.8003
198,20198,508,2,2024-10-20,05:50 AM,15.23,30.46,Large,Gourmet,"Peppers, Onions, Mushrooms",Meat Lovers,New York,NY,8419600,7270413.0,66.9,28.3277
199,20199,509,5,2024-10-29,07:37 AM,11.04,55.2,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Shrimp Pizza,Houston,TX,2328000,2048374.0,65.7,-5.9377
200,20200,500,4,2024-10-22,10:19 PM,13.71,54.84,Small,Seafood,"Sausage, Pepperoni, Cheese",Meat Lovers,Houston,TX,2328000,2792759.0,60.3,83.1188
201,20201,501,3,2024-10-31,12:39 AM,17.07,51.21,Large,Seafood,"Goat Cheese, Arugula",Spinach & Feta,Chicago,IL,2716000,2599471.0,50.1,3.9844
202,20202,502,5,2024-10-11,02:59 AM,15.73,78.65,Small,Seafood,"Sausage, Pepperoni, Cheese",Caprese,Los Angeles,CA,3980400,3618238.0,44.6,-61.5712
203,20203,503,4,2024-10-27,07:27 PM,15.53,62.12,Small,Gourmet,"Shrimp, Garlic, Mozzarella",Caprese,Los Angeles,CA,3980400,3466579.0,44.9,16.6953
204,20204,504,5,2024-10-24,11:46 PM,17.81,89.05,Large,Meat,"Ham, Pineapple",BBQ Chicken,Phoenix,AZ,1686000,1815816.0,53.6,-5.4444
205,20205,505,2,2024-10-19,04:39 PM,22.07,44.14,Small,Meat,"Tomato, Mozzarella, Basil",Shrimp Pizza,San Jose,CA,1035000,918291.0,51.6,-36.3975
206,20206,506,1,2024-10-20,07:50 PM,21.48,21.48,Large,Meat,"Tomato, Basil, Mozzarella",Pepperoni,Los Angeles,CA,3980400,3986375.0,66.9,26.71
207,20207,507,1,2024-10-10,09:39 PM,24.46,24.46,Small,Gourmet,"Sausage, Pepperoni, Cheese",Hawaiian,San Diego,CA,1426000,1416479.0,52.0,14.2237
208,20208,508,3,2024-10-30,09:40 PM,23.98,71.94,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",Margherita,Phoenix,AZ,1686000,1917892.0,58.8,-51.6976
209,20209,509,3,2024-10-20,05:32 AM,25.01,75.03,Medium,Seafood,"Spinach, Feta",Shrimp Pizza,Los Angeles,CA,3980400,3565296.0,62.4,-74.3877
210,20210,500,5,2024-10-10,08:07 PM,18.45,92.25,Large,Meat,"Tomato, Mozzarella, Basil",Caprese,New York,NY,8419600,6775820.0,58.4,45.5864
211,20211,501,4,2024-10-21,01:28 AM,18.54,74.16,Small,Gourmet,"Goat Cheese, Arugula",Meat Lovers,Chicago,IL,2716000,2217358.0,47.1,30.4644
212,20212,502,1,2024-10-15,02:50 AM,13.86,13.86,Small,Meat,"Tomato, Mozzarella, Basil",Shrimp Pizza,Chicago,IL,2716000,2916838.0,51.9,17.6239
213,20213,503,2,2024-11-02,10:51 AM,28.4,56.8,Small,Gourmet,"Ham, Pineapple",Meat Lovers,New York,NY,8419600,8318809.0,69.1,-47.9013
214,20214,504,2,2024-10-20,07:40 AM,16.2,32.4,Medium,Meat,"Tomato, Mozzarella, Basil",Meat Lovers,New York,NY,8419600,7782302.0,62.2,6.2748
215,20215,505,3,2024-10-14,06:52 PM,15.12,45.36,Small,Vegetarian,"Goat Cheese, Arugula",Caprese,Chicago,IL,2716000,3001463.0,56.5,-14.1309
216,20216,506,4,2024-10-11,06:25 PM,26.04,104.16,Medium,Gourmet,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Philadelphia,PA,1584200,1831949.0,42.4,85.1575
217,20217,507,5,2024-10-09,11:44 AM,11.71,58.55,Small,Gourmet,"Tomato, Mozzarella, Basil",Margherita,Dallas,TX,1340000,1300632.0,56.2,77.0455
218,20218,508,4,2024-10-13,03:35 PM,24.97,99.88,Small,Gourmet,"Goat Cheese, Arugula",Margherita,San Antonio,TX,1547000,1456235.0,45.9,-23.6679
219,20219,509,4,2024-10-11,01:41 PM,27.26,109.04,Large,Meat,"Ham, Pineapple",Hawaiian,Philadelphia,PA,1584200,1603476.0,50.7,44.9399
220,20220,500,2,2024-10-06,08:23 AM,11.34,22.68,Small,Seafood,"Spinach, Feta",Pepperoni,New York,NY,8419600,7895708.0,45.9,3.7305
221,20221,501,4,2024-10-25,02:27 AM,29.59,118.36,Medium,Meat,"Peppers, Onions, Mushrooms",BBQ Chicken,Houston,TX,2328000,2586861.0,67.3,-41.7606
222,20222,502,4,2024-10-23,09:16 AM,18.76,75.04,Medium,Meat,"Peppers, Onions, Mushrooms",Shrimp Pizza,Houston,TX,2328000,2613349.0,52.4,-80.1513
223,20223,503,1,2024-10-19,12:01 PM,26.45,26.45,Medium,Meat,"Goat Cheese, Arugula",Shrimp Pizza,Philadelphia,PA,1584200,1458755.0,41.2,29.4219
224,20224,504,4,2024-10-14,03:14 AM,29.62,118.48,Small,Gourmet,"BBQ Chicken, Cheese",Pesto Veggie,Houston,TX,2328000,2516445.0,42.5,-85.9085
225,20225,505,3,2024-10-21,12:40 PM,11.7,35.1,Small,Gourmet,"BBQ Chicken, Cheese",Hawaiian,Los Angeles,CA,3980400,4602423.0,55.2,19.3492
226,20226,506,1,2024-10-09,07:01 PM,17.33,17.33,Large,Meat,"Peppers, Onions, Mushrooms",Shrimp Pizza,Dallas,TX,1340000,1456991.0,67.0,-36.7771
227,20227,507,5,2024-10-24,05:52 PM,19.53,97.65,Large,Meat,"Tomato, Basil, Mozzarella",BBQ Chicken,Houston,TX,2328000,2255205.0,46.3,84.7336
228,20228,508,4,2024-10-07,04:56 PM,27.98,111.92,Medium,Seafood,"Peppers, Onions, Mushrooms",Hawaiian,San Diego,CA,1426000,1260300.0,51.3,-29.6049
229,20229,509,2,2024-10-03,04:07 AM,13.79,27.58,Medium,Gourmet,"Spinach, Feta",Spinach & Feta,Philadelphia,PA,1584200,1888646.0,59.9,-35.7039
230,20230,500,1,2024-10-11,10:00 AM,18.09,18.09,Large,Meat,"BBQ Chicken, Cheese",Margherita,Phoenix,AZ,1686000,1792271.0,48.1,31.9711
231,20231,501,4,2024-10-22,07:31 AM,17.58,70.32,Small,Seafood,"Pepperoni, Cheese",Veggie Deluxe,San Diego,CA,1426000,1266864.0,40.3,62.3386
232,20232,502,2,2024-10-29,09:39 AM,23.26,46.52,Medium,Vegetarian,"Peppers, Onions, Mushrooms",Margherita,San Jose,CA,1035000,1107301.0,53.9,-77.8751
233,20233,503,1,2024-10-18,05:17 PM,23.37,23.37,Large,Seafood,"Peppers, Onions, Mushrooms",Pepperoni,Phoenix,AZ,1686000,1989645.0,69.7,-84.0827
234,20234,504,1,2024-10-26,02:34 AM,26.78,26.78,Medium,Meat,"Tomato, Basil, Mozzarella",Shrimp Pizza,New York,NY,8419600,6822316.0,50.9,16.1892
235,20235,505,3,2024-10-25,09:13 PM,12.13,36.39,Medium,Seafood,"Ham, Pineapple",Margherita,Philadelphia,PA,1584200,1625516.0,52.0,-22.1193
236,20236,506,1,2024-11-02,07:49 PM,10.97,10.97,Large,Gourmet,"Peppers, Onions, Mushrooms",Veggie Deluxe,Dallas,TX,1340000,1470050.0,52.9,85.0456
237,20237,507,1,2024-10-22,08:30 AM,11.18,11.18,Large,Seafood,"Ham, Pineapple",BBQ Chicken,New York,NY,8419600,7571695.0,53.8,16.8409
238,20238,508,2,2024-10-12,10:49 AM,25.36,50.72,Small,Seafood,"BBQ Chicken, Cheese",Hawaiian,Los Angeles,CA,3980400,4379698.0,66.2,-13.4835
239,20239,509,2,2024-10-19,10:41 PM,21.49,42.98,Medium,Meat,"Sausage, Pepperoni, Cheese",Pepperoni,Phoenix,AZ,1686000,1711050.0,53.7,53.8253
240,20240,500,3,2024-10-12,11:11 PM,20.44,61.32,Medium,Seafood,"Peppers, Onions, Mushrooms",Pesto Veggie,Los Angeles,CA,3980400,3943018.0,68.4,-48.5292
241,20241,501,2,2024-10-15,03:38 AM,16.33,32.66,Small,Vegetarian,"Spinach, Feta",Meat Lovers,San Jose,CA,1035000,919602.0,40.2,-37.5886
242,20242,502,2,2024-10-07,05:04 PM,23.93,47.86,Medium,Meat,"Tomato, Basil, Mozzarella",BBQ Chicken,New York,NY,8419600,8157884.0,58.3,3.2572
243,20243,503,5,2024-11-01,08:24 PM,13.24,66.2,Large,Seafood,"Goat Cheese, Arugula",Pepperoni,Houston,TX,2328000,2180219.0,51.7,56.4193
244,20244,504,2,2024-10-31,06:54 AM,17.45,34.9,Medium,Vegetarian,"BBQ Chicken, Cheese",Pepperoni,Dallas,TX,1340000,1370373.0,52.2,48.1265
245,20245,505,5,2024-10-15,01:50 AM,11.45,57.25,Small,Gourmet,"Sausage, Pepperoni, Cheese",Pesto Veggie,San Diego,CA,1426000,1332083.0,53.5,-46.4741
246,20246,506,1,2024-10-06,06:15 AM,22.71,22.71,Medium,Meat,"Tomato, Basil, Mozzarella",Pesto Veggie,New York,NY,8419600,7663092.0,48.9,-84.1877
247,20247,507,2,2024-10-21,09:13 AM,14.57,29.14,Large,Meat,"Shrimp, Garlic, Mozzarella",Pepperoni,Chicago,IL,2716000,2481983.0,56.2,-1.5389
248,20248,508,4,2024-10-21,01:12 AM,18.78,75.12,Large,Seafood,"Ham, Pineapple",Caprese,Houston,TX,2328000,2347844.0,55.6,67.4576
249,20249,509,2,2024-10-20,07:09 AM,17.08,34.16,Medium,Seafood,"Shrimp, Garlic, Mozzarella",BBQ Chicken,Phoenix,AZ,1686000,1845377.0,59.9,82.1306
250,20250,500,1,2024-10-03,05:31 AM,26.92,26.92,Small,Meat,"Ham, Pineapple",Spinach & Feta,New York,NY,8419600,7685994.0,59.3,33.3305
251,20251,501,4,2024-10-29,07:37 PM,28.0,112.0,Small,Gourmet,"Spinach, Feta",Shrimp Pizza,Phoenix,AZ,1686000,1447288.0,68.4,-55.5841
252,20252,502,3,2024-10-15,08:06 AM,10.26,30.78,Large,Meat,"BBQ Chicken, Cheese",Shrimp Pizza,San Jose,CA,1035000,891742.0,55.7,-18.2827
253,20253,503,3,2024-10-17,06:59 AM,18.71,56.13,Small,Vegetarian,"Goat Cheese, Arugula",Hawaiian,San Jose,CA,1035000,974751.0,55.4,62.9019
254,20254,504,3,2024-10-05,07:10 AM,19.15,57.45,Medium,Vegetarian,"Tomato, Mozzarella, Basil",Spinach & Feta,Philadelphia,PA,1584200,1594129.0,42.2,49.0865
255,20255,505,2,2024-10-08,02:48 PM,21.03,42.06,Medium,Gourmet,"BBQ Chicken, Cheese",Veggie Deluxe,San Antonio,TX,1547000,1295498.0,54.6,31.8712
256,20256,506,2,2024-10-04,05:21 AM,24.29,48.58,Large,Seafood,"Goat Cheese, Arugula",Margherita,San Antonio,TX,1547000,1839504.0,55.8,82.6698
257,20257,507,2,2024-10-15,11:14 PM,13.06,26.12,Small,Meat,"BBQ Chicken, Cheese",Shrimp Pizza,Phoenix,AZ,1686000,1415403.0,60.9,-84.6858
258,20258,508,1,2024-10-11,05:02 AM,27.01,27.01,Small,Meat,"Sausage, Pepperoni, Cheese",Caprese,Houston,TX,2328000,1887876.0,60.1,-64.2112
259,20259,509,5,2024-10-31,08:28 PM,16.19,80.95,Small,Gourmet,"Peppers, Onions, Mushrooms",Caprese,Philadelphia,PA,1584200,1554406.0,44.8,13.0633
260,20260,500,5,2024-11-02,06:22 PM,18.63,93.15,Medium,Meat,"Peppers, Onions, Mushrooms",BBQ Chicken,Phoenix,AZ,1686000,1896195.0,45.2,-59.9717
261,20261,501,3,2024-10-04,07:31 PM,23.53,70.59,Small,Seafood,"BBQ Chicken, Cheese",Meat Lovers,Chicago,IL,2716000,2663850.0,56.2,79.429
262,20262,502,3,2024-10-06,01:36 PM,16.22,48.66,Small,Seafood,"Ham, Pineapple",Shrimp Pizza,Philadelphia,PA,1584200,1697926.0,59.8,-7.8879
263,20263,503,3,2024-10-15,06:14 PM,28.65,85.95,Medium,Meat,"Spinach, Feta",Margherita,Philadelphia,PA,1584200,1411985.0,48.8,-81.8031
264,20264,504,5,2024-11-02,07:54 PM,10.93,54.65,Small,Meat,"Goat Cheese, Arugula",BBQ Chicken,San Antonio,TX,1547000,1491458.0,62.0,81.9152
265,20265,505,1,2024-10-21,06:43 PM,14.69,14.69,Large,Meat,"Spinach, Feta",Margherita,Los Angeles,CA,3980400,4590256.0,50.5,-63.6241
266,20266,506,1,2024-10-05,06:57 AM,21.32,21.32,Large,Gourmet,"Peppers, Onions, Mushrooms",BBQ Chicken,Houston,TX,2328000,2718990.0,56.3,1.1051
267,20267,507,1,2024-10-03,06:48 PM,16.94,16.94,Large,Meat,"Goat Cheese, Arugula",Caprese,Houston,TX,2328000,2391092.0,47.1,-78.0065
268,20268,508,2,2024-11-02,08:25 PM,17.67,35.34,Medium,Meat,"Spinach, Feta",Caprese,Chicago,IL,2716000,2305790.0,49.3,81.3051
269,20269,509,3,2024-10-25,11:57 AM,27.31,81.93,Large,Seafood,"Sausage, Pepperoni, Cheese",Hawaiian,Los Angeles,CA,3980400,3471129.0,56.7,-34.8417
270,20270,500,5,2024-10-17,09:48 AM,22.64,113.2,Medium,Meat,"Pepperoni, Cheese",Pesto Veggie,Phoenix,AZ,1686000,1437901.0,60.5,-69.8151
271,20271,501,2,2024-10-08,10:20 PM,10.41,20.82,Large,Seafood,"Tomato, Basil, Mozzarella",Veggie Deluxe,New York,NY,8419600,7317128.0,69.5,42.4573
272,20272,502,1,2024-10-27,10:08 PM,26.19,26.19,Small,Gourmet,"Pepperoni, Cheese",Hawaiian,Phoenix,AZ,1686000,1640447.0,58.8,-9.6427
273,20273,503,5,2024-10-13,06:12 AM,27.65,138.25,Medium,Seafood,"BBQ Chicken, Cheese",Shrimp Pizza,Los Angeles,CA,3980400,4293906.0,64.4,1.0647
274,20274,504,2,2024-10-23,09:37 PM,22.73,45.46,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",Pesto Veggie,Los Angeles,CA,3980400,3639046.0,57.4,-8.7242
275,20275,505,2,2024-10-10,02:35 PM,21.04,42.08,Medium,Seafood,"Pepperoni, Cheese",BBQ Chicken,Houston,TX,2328000,2040852.0,69.1,-0.3814
276,20276,506,2,2024-10-11,01:02 AM,24.15,48.3,Small,Vegetarian,"Tomato, Basil, Mozzarella",BBQ Chicken,Chicago,IL,2716000,2250836.0,47.7,-83.3997
277,20277,507,3,2024-10-25,07:48 PM,17.72,53.16,Medium,Seafood,"Peppers, Onions, Mushrooms",Veggie Deluxe,Houston,TX,2328000,2595019.0,64.2,55.1767
278,20278,508,5,2024-10-09,05:30 AM,27.13,135.65,Small,Gourmet,"Peppers, Onions, Mushrooms",BBQ Chicken,Philadelphia,PA,1584200,1825035.0,68.6,20.685
279,20279,509,2,2024-10-13,03:01 AM,19.87,39.74,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Phoenix,AZ,1686000,1431580.0,55.5,60.0629
280,20280,500,5,2024-10-05,01:21 PM,25.65,128.25,Medium,Meat,"Shrimp, Garlic, Mozzarella",Veggie Deluxe,New York,NY,8419600,9456065.0,53.7,52.6777
281,20281,501,3,2024-10-27,04:13 AM,10.12,30.36,Medium,Seafood,"Pepperoni, Cheese",Meat Lovers,Philadelphia,PA,1584200,1631709.0,41.2,-21.602
282,20282,502,5,2024-11-01,05:48 AM,23.65,118.25,Medium,Meat,"Goat Cheese, Arugula",Meat Lovers,Philadelphia,PA,1584200,1784227.0,62.1,3.9864
283,20283,503,1,2024-10-16,06:57 PM,10.34,10.34,Large,Vegetarian,"BBQ Chicken, Cheese",Pesto Veggie,Chicago,IL,2716000,3051470.0,66.7,18.5568
284,20284,504,4,2024-10-08,07:13 AM,20.51,82.04,Medium,Seafood,"Ham, Pineapple",Shrimp Pizza,San Antonio,TX,1547000,1375161.0,55.0,-0.3138
285,20285,505,2,2024-10-14,10:19 AM,26.81,53.62,Small,Meat,"Tomato, Mozzarella, Basil",BBQ Chicken,Houston,TX,2328000,2290254.0,57.6,-20.612
286,20286,506,5,2024-10-06,12:25 PM,22.96,114.8,Small,Meat,"Tomato, Mozzarella, Basil",BBQ Chicken,Los Angeles,CA,3980400,4199033.0,48.4,-69.8734
287,20287,507,1,2024-10-09,06:06 AM,19.8,19.8,Medium,Vegetarian,"Spinach, Feta",Meat Lovers,Chicago,IL,2716000,2476062.0,45.0,-38.9634
288,20288,508,2,2024-10-17,12:19 AM,21.32,42.64,Large,Gourmet,"Pepperoni, Cheese",Spinach & Feta,San Jose,CA,1035000,838590.0,51.0,7.5344
289,20289,509,1,2024-10-15,09:29 PM,10.13,10.13,Medium,Gourmet,"Goat Cheese, Arugula",Pesto Veggie,San Antonio,TX,1547000,1287123.0,48.7,-53.3307
290,20290,500,4,2024-10-14,08:57 PM,27.03,108.12,Medium,Seafood,"Spinach, Feta",BBQ Chicken,San Diego,CA,1426000,1213316.0,47.0,51.3613
291,20291,501,5,2024-10-26,11:12 AM,23.18,115.9,Small,Meat,"Sausage, Pepperoni, Cheese",BBQ Chicken,Dallas,TX,1340000,1452101.0,58.7,-6.9487
292,20292,502,5,2024-10-12,06:06 PM,21.33,106.65,Medium,Vegetarian,"Tomato, Mozzarella, Basil",Meat Lovers,San Antonio,TX,1547000,1409536.0,60.6,78.1028
293,20293,503,2,2024-10-23,09:17 PM,10.51,21.02,Large,Gourmet,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Philadelphia,PA,1584200,1337492.0,40.2,83.8767
294,20294,504,3,2024-10-15,10:23 PM,28.05,84.15,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Veggie Deluxe,San Diego,CA,1426000,1532857.0,51.1,49.9903
295,20295,505,4,2024-10-03,03:10 AM,20.46,81.84,Medium,Gourmet,"Goat Cheese, Arugula",Meat Lovers,Dallas,TX,1340000,1267244.0,68.2,-52.6508
296,20296,506,2,2024-10-23,11:34 PM,18.49,36.98,Medium,Meat,"Tomato, Mozzarella, Basil",Spinach & Feta,New York,NY,8419600,8076846.0,45.0,-22.3857
297,20297,507,2,2024-10-07,11:25 AM,17.06,34.12,Large,Vegetarian,"Tomato, Basil, Mozzarella",Pepperoni,Dallas,TX,1340000,1553845.0,53.3,-69.7308
298,20298,508,3,2024-10-14,09:19 AM,14.12,42.36,Small,Meat,"Pepperoni, Cheese",Meat Lovers,Chicago,IL,2716000,2840431.0,55.4,-16.6946
299,20299,509,1,2024-10-16,05:12 AM,13.16,13.16,Small,Vegetarian,"Spinach, Feta",Pesto Veggie,Chicago,IL,2716000,3023346.0,62.7,-35.0376
300,20300,500,2,2024-10-31,10:47 PM,15.29,30.58,Large,Meat,"Goat Cheese, Arugula",Pesto Veggie,Phoenix,AZ,1686000,1779906.0,63.5,6.5013
301,20301,501,1,2024-10-06,01:33 AM,23.43,23.43,Small,Meat,"Tomato, Basil, Mozzarella",Pepperoni,Philadelphia,PA,1584200,1495478.0,62.4,-23.5858
302,20302,502,2,2024-10-19,09:59 AM,11.85,23.7,Small,Seafood,"Spinach, Feta",Meat Lovers,Philadelphia,PA,1584200,1489258.0,68.8,-65.8788
303,20303,503,3,2024-10-10,02:58 PM,10.8,32.4,Large,Meat,"BBQ Chicken, Cheese",Pepperoni,New York,NY,8419600,9068552.0,67.3,80.1683
304,20304,504,4,2024-10-07,01:20 AM,23.26,93.04,Medium,Gourmet,"Pepperoni, Cheese",Pepperoni,Phoenix,AZ,1686000,1629822.0,66.0,3.0042
305,20305,505,2,2024-10-28,08:25 AM,21.72,43.44,Small,Gourmet,"Peppers, Onions, Mushrooms",Margherita,New York,NY,8419600,9565472.0,66.2,-4.2303
